person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid
109,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
110,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
111,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
112,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
113,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
114,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
115,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
116,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
117,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
118,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
119,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
120,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
121,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
122,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
123,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
124,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
125,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
126,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
127,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
128,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
129,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
130,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
131,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
132,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
133,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
134,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
135,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
136,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
137,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
138,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
139,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
140,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
141,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
142,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
143,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
144,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
145,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
146,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
147,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
148,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
149,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
150,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
151,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
152,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
153,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
154,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
155,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
156,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
157,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
158,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
159,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
160,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
161,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
162,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
163,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
164,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
165,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
166,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
167,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
168,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
169,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
170,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
171,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
172,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
173,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
174,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
175,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
176,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
177,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
178,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
179,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
180,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
181,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
182,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
183,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
184,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
185,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
186,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
187,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
188,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
189,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
190,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
191,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
192,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
193,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
194,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
195,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
196,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
197,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
198,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
199,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
200,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
201,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
202,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
203,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
204,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
205,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
206,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
207,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
208,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
209,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
210,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
211,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
212,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
213,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
214,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
215,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
216,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
217,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
218,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
219,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
220,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
221,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
222,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
223,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
224,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
225,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
226,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
227,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
228,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
229,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
230,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
231,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
232,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
233,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
234,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
235,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
236,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
237,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
238,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
239,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
240,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
241,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
242,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
243,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
244,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
245,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
246,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
247,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
248,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
249,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
250,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
251,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
252,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
253,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
254,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
255,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
256,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
257,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
258,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
259,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
260,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
261,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
262,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
263,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
264,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
265,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
266,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
267,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
268,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
269,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
270,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
271,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
272,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
273,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
274,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
275,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
276,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
277,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
278,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
279,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
280,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
281,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
282,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
283,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
284,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
285,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
286,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
287,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
288,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
289,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
290,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
291,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
292,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
293,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
294,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
295,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
296,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
297,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
298,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
299,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
300,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
301,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
302,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
303,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
304,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
305,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
306,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
307,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
308,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
309,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
310,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
311,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
312,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
313,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
314,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
315,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
316,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
317,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
318,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
319,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
320,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
321,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
322,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
323,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
324,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
325,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
326,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
327,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
328,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
329,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
330,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
331,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
332,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
333,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
334,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
335,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
336,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
337,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
338,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
339,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
340,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
341,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
342,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
343,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
344,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
345,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
346,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
347,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
348,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
349,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
350,Male,African-American,34,0,0,0,0,(F3),Felony Battery w/Prior Convict,0
351,Male,Other,69,0,0,0,0,(F3),Aggravated Assault w/Firearm,0
